Date,Open,High,Low,Close,Volume
2025-08-25,1780.0,1795.0,1740.0,1740.0,126177800
2025-08-26,1740.0,1780.0,1715.0,1735.0,957667000
2025-08-27,1780.0,1865.0,1765.0,1805.0,320062900
2025-08-28,1835.0,1835.0,1770.0,1770.0,104126600
2025-08-29,1750.0,1775.0,1720.0,1755.0,165863700
2025-09-01,1705.0,1735.0,1670.0,1720.0,94527700
2025-09-02,1730.0,1745.0,1720.0,1720.0,58106300
2025-09-03,1725.0,1770.0,1720.0,1730.0,80794900
2025-09-04,1735.0,1820.0,1735.0,1760.0,167436900
2025-09-08,1765.0,1780.0,1720.0,1720.0,123216100
2025-09-09,1720.0,1740.0,1685.0,1685.0,82607000
2025-09-10,1690.0,1715.0,1685.0,1685.0,59001100
2025-09-11,1700.0,1710.0,1680.0,1680.0,53602600
2025-09-12,1685.0,1695.0,1670.0,1670.0,77099600
2025-09-15,1675.0,1690.0,1675.0,1680.0,59001400
2025-09-16,1685.0,1700.0,1645.0,1650.0,133878100
2025-09-17,1655.0,1680.0,1650.0,1675.0,76718400
2025-09-18,1680.0,1685.0,1640.0,1640.0,88086100
2025-09-19,1645.0,1665.0,1630.0,1665.0,89103600
2025-09-22,1665.0,1680.0,1645.0,1660.0,68080400
2025-09-23,1665.0,1765.0,1650.0,1760.0,265965400
2025-09-24,1775.0,1790.0,1725.0,1730.0,146696300
2025-09-25,1735.0,1755.0,1710.0,1725.0,75319600
2025-09-26,1700.0,1720.0,1690.0,1700.0,58983800
2025-09-29,1700.0,1735.0,1695.0,1725.0,60551100
2025-09-30,1730.0,1740.0,1690.0,1690.0,75864300
2025-10-01,1700.0,1705.0,1665.0,1670.0,55169300
2025-10-02,1675.0,1705.0,1670.0,1670.0,49443100
2025-10-03,1665.0,1680.0,1650.0,1660.0,53013900
2025-10-06,1665.0,1690.0,1650.0,1655.0,65166500
2025-10-07,1665.0,1665.0,1635.0,1650.0,91088500
2025-10-08,1650.0,1850.0,1625.0,1850.0,324208100
2025-10-09,1865.0,1880.0,1705.0,1730.0,486714100
2025-10-10,1735.0,1785.0,1720.0,1750.0,149046300
2025-10-13,1725.0,1775.0,1690.0,1725.0,115736300
2025-10-14,1730.0,1770.0,1685.0,1705.0,142590700
2025-10-15,1705.0,1715.0,1655.0,1680.0,84255400
2025-10-16,1690.0,1695.0,1670.0,1675.0,43126000
2025-10-17,1675.0,1690.0,1650.0,1650.0,79119300
2025-10-20,1650.0,1705.0,1650.0,1695.0,71982100
2025-10-21,1695.0,1835.0,1695.0,1805.0,283345400
2025-10-22,1810.0,1820.0,1755.0,1775.0,120500800
2025-10-23,1780.0,1800.0,1755.0,1790.0,61586100
2025-10-24,1790.0,1810.0,1755.0,1760.0,71132100
2025-10-27,1760.0,1815.0,1735.0,1785.0,126426000
2025-10-28,1795.0,1805.0,1775.0,1785.0,74745100
2025-10-29,1785.0,1945.0,1775.0,1935.0,465423400
2025-10-30,1955.0,2010.0,1915.0,1980.0,365299800
2025-10-31,1980.0,1985.0,1865.0,1885.0,278129200
2025-11-03,1895.0,1985.0,1895.0,1940.0,167263300
2025-11-04,1940.0,1955.0,1885.0,1905.0,97432000
2025-11-05,1880.0,1900.0,1850.0,1890.0,109993300
2025-11-06,1890.0,1950.0,1890.0,1920.0,140062300
2025-11-07,1925.0,1960.0,1905.0,1945.0,104734700
2025-11-10,1965.0,1980.0,1935.0,1960.0,118023700
2025-11-11,1960.0,1975.0,1925.0,1950.0,130750300
2025-11-12,1950.0,1980.0,1930.0,1965.0,96844300
2025-11-13,1965.0,1970.0,1930.0,1930.0,89248300
2025-11-14,1920.0,1925.0,1880.0,1880.0,110646200
2025-11-17,1880.0,1910.0,1860.0,1910.0,104434200
2025-11-18,1910.0,1920.0,1850.0,1880.0,98428200
2025-11-19,1890.0,1930.0,1880.0,1920.0,74350800
2025-11-20,1930.0,1940.0,1900.0,1905.0,52140900
2025-11-21,1900.0,1900.0,1865.0,1870.0,60223900
2025-11-24,1885.0,1885.0,1850.0,1875.0,88910200
2025-11-25,1880.0,1880.0,1850.0,1855.0,53971700
2025-11-26,1875.0,1875.0,1825.0,1845.0,64919800
2025-11-27,1850.0,1850.0,1810.0,1810.0,70755600
2025-11-28,1810.0,1820.0,1800.0,1810.0,48940700
2025-12-01,1815.0,1835.0,1815.0,1820.0,44059900
2025-12-02,1825.0,1860.0,1825.0,1840.0,52388300
2025-12-03,1840.0,1855.0,1835.0,1850.0,24998900
2025-12-04,1850.0,1855.0,1805.0,1810.0,46528500
2025-12-05,1810.0,1815.0,1800.0,1815.0,42791600
2025-12-08,1840.0,1905.0,1835.0,1900.0,173167600
2025-12-09,1905.0,1905.0,1830.0,1835.0,104418300
2025-12-10,1840.0,1865.0,1830.0,1830.0,51947100
2025-12-11,1840.0,1865.0,1765.0,1780.0,115890200
2025-12-12,1780.0,1800.0,1765.0,1780.0,56176000
2025-12-15,1785.0,1845.0,1775.0,1825.0,77447900
2025-12-16,1825.0,1830.0,1800.0,1805.0,45008700
2025-12-17,1820.0,1845.0,1805.0,1815.0,55292900
2025-12-18,1900.0,1935.0,1880.0,1900.0,264349900
2025-12-19,1900.0,1920.0,1900.0,1900.0,130050500
2025-12-22,1910.0,1915.0,1885.0,1895.0,102188900
2025-12-23,1895.0,1910.0,1885.0,1905.0,58690600
2025-12-24,1905.0,1910.0,1890.0,1890.0,83361000
2025-12-29,1915.0,1965.0,1910.0,1945.0,264307500
2025-12-30,1840.0,1840.0,1805.0,1810.0,151401900
2026-01-02,1810.0,1825.0,1810.0,1820.0,58883900
2026-01-05,1825.0,1865.0,1825.0,1840.0,78143000
2026-01-06,1850.0,1925.0,1820.0,1865.0,183422100
2026-01-07,1890.0,2050.0,1870.0,2010.0,295221400
2026-01-08,2120.0,2250.0,2010.0,2030.0,535722000
2026-01-09,2040.0,2120.0,2010.0,2100.0,192138400
2026-01-12,2150.0,2210.0,2020.0,2150.0,382134900
2026-01-13,2230.0,2340.0,2180.0,2290.0,478869800
2026-01-14,2300.0,2330.0,2210.0,2230.0,225784000
2026-01-15,2250.0,2320.0,2210.0,2230.0,128582000
2026-01-19,2230.0,2250.0,2130.0,2170.0,167472500
2026-01-20,2170.0,2270.0,2160.0,2240.0,141605900
2026-01-21,2250.0,2280.0,2180.0,2260.0,145474200
2026-01-22,2270.0,2400.0,2240.0,2350.0,374028500
2026-01-23,2370.0,2420.0,2280.0,2400.0,231231800
2026-01-26,2420.0,2430.0,2360.0,2390.0,154645200
2026-01-27,2400.0,2410.0,2210.0,2290.0,218547800
2026-01-28,2150.0,2280.0,2070.0,2210.0,337819000
2026-01-29,2210.0,2250.0,1900.0,2220.0,294890600
2026-01-30,2220.0,2310.0,2160.0,2210.0,151823900
2026-02-02,2250.0,2270.0,2070.0,2140.0,201818000
2026-02-03,2140.0,2170.0,2030.0,2150.0,148774000
2026-02-04,2160.0,2230.0,2130.0,2180.0,98841300
2026-02-05,2180.0,2220.0,2090.0,2100.0,125355100
2026-02-06,2050.0,2120.0,2030.0,2080.0,81490600
2026-02-09,2140.0,2140.0,2100.0,2130.0,61522200
2026-02-10,2140.0,2220.0,2130.0,2170.0,116176800
2026-02-11,2170.0,2230.0,2160.0,2220.0,118910500
2026-02-12,2230.0,2260.0,2190.0,2220.0,81680900
2026-02-13,2220.0,2260.0,2200.0,2220.0,83769700
2026-02-18,2220.0,2290.0,2210.0,2250.0,88901300
2026-02-19,2260.0,2340.0,2260.0,2300.0,129190400
2026-02-20,2300.0,2310.0,2260.0,2300.0,59510000
2026-02-23,2300.0,2320.0,2280.0,2320.0,54782000
2026-02-24,2300.0,2330.0,2280.0,2290.0,78680000
2026-02-25,2300.0,2380.0,2300.0,2370.0,106763600
2026-02-26,2390.0,2400.0,2280.0,2320.0,96580200
2026-02-27,2320.0,2380.0,2270.0,2340.0,121910200
2026-03-02,2340.0,2430.0,2320.0,2410.0,179344900
2026-03-03,2470.0,2530.0,2420.0,2470.0,195392400
2026-03-04,2490.0,2490.0,2320.0,2400.0,180604800
2026-03-05,2420.0,2450.0,2370.0,2430.0,96574100
2026-03-06,2410.0,2420.0,2360.0,2400.0,83678800
2026-03-09,2350.0,2380.0,2280.0,2350.0,141143200
2026-03-10,2380.0,2390.0,2310.0,2380.0,66441500
2026-03-11,2390.0,2440.0,2350.0,2350.0,67206800
2026-03-12,2380.0,2510.0,2370.0,2500.0,163615600
2026-03-13,2500.0,2530.0,2460.0,2480.0,77948600
2026-03-16,2480.0,2490.0,2390.0,2440.0,56821000
2026-03-17,2440.0,2520.0,2440.0,2450.0,134662700
2026-03-25,2450.0,2650.0,2450.0,2630.0,186568900
2026-03-26,2630.0,2700.0,2530.0,2580.0,106174500
2026-03-27,2590.0,2600.0,2530.0,2540.0,33994400
2026-03-30,2550.0,2640.0,2550.0,2620.0,69891200
2026-03-31,2620.0,2630.0,2550.0,2580.0,47009100
2026-04-01,2590.0,2590.0,2480.0,2490.0,154944400
2026-04-02,2490.0,2600.0,2480.0,2500.0,117721300
2026-04-06,2500.0,2570.0,2470.0,2510.0,65923900
2026-04-07,2510.0,2550.0,2400.0,2410.0,83767500
2026-04-08,2410.0,2450.0,2360.0,2420.0,91754200
2026-04-09,2420.0,2460.0,2390.0,2410.0,48944200
2026-04-10,2410.0,2460.0,2410.0,2440.0,52669600
2026-04-13,2460.0,2480.0,2430.0,2480.0,68319200
2026-04-14,2480.0,2490.0,2440.0,2450.0,80320700
2026-04-15,2470.0,2560.0,2470.0,2520.0,122053300
2026-04-16,2530.0,2540.0,2490.0,2510.0,38462300
2026-04-17,2520.0,2580.0,2510.0,2560.0,71416400
2026-04-20,2560.0,2570.0,2510.0,2530.0,90358300
2026-04-21,2540.0,2550.0,2500.0,2500.0,69061000
2026-04-22,2510.0,2530.0,2510.0,2520.0,43877700
2026-04-23,2540.0,2550.0,2500.0,2510.0,74040300
2026-04-24,2520.0,2530.0,2490.0,2510.0,72536300
2026-04-27,2530.0,2530.0,2500.0,2510.0,66406100
2026-04-28,2430.0,2470.0,2400.0,2410.0,71464700
2026-04-29,2420.0,2450.0,2420.0,2440.0,21919100
2026-04-30,2450.0,2520.0,2410.0,2520.0,79737000
2026-05-04,2520.0,2530.0,2470.0,2500.0,36445300
2026-05-05,2500.0,2520.0,2470.0,2510.0,36042300
2026-05-06,2510.0,2550.0,2500.0,2530.0,61070900
2026-05-07,2540.0,2560.0,2500.0,2500.0,90757300
2026-05-08,2500.0,2520.0,2470.0,2490.0,101293400
2026-05-11,2490.0,2500.0,2380.0,2450.0,110558500
2026-05-12,2460.0,2600.0,2460.0,2600.0,117844800
2026-05-13,2570.0,2570.0,2500.0,2520.0,39174000
2026-05-14,2520.0,2520.0,2520.0,2520.0,0
2026-05-15,2520.0,2520.0,2520.0,2520.0,0
2026-05-18,2500.0,2510.0,2410.0,2460.0,102220700
2026-05-19,2460.0,2470.0,2280.0,2330.0,245652700
2026-05-20,2290.0,2320.0,2140.0,2230.0,170511900
2026-05-21,2240.0,2270.0,2200.0,2210.0,101292300
2026-05-22,2210.0,2350.0,2200.0,2350.0,54234200
2026-05-25,2350.0,2350.0,2270.0,2300.0,61072200
2026-05-26,2310.0,2330.0,2280.0,2300.0,45735900
2026-05-27,2300.0,2300.0,2300.0,2300.0,0
2026-05-28,2300.0,2300.0,2300.0,2300.0,0
2026-05-29,2300.0,2340.0,2290.0,2300.0,71264700
2026-06-02,2310.0,2360.0,2260.0,2280.0,65523900
2026-06-03,2280.0,2290.0,2110.0,2180.0,111003900
2026-06-04,2180.0,2280.0,2120.0,2270.0,60862500
2026-06-05,2290.0,2300.0,2220.0,2240.0,53843800
2026-06-08,2220.0,2220.0,2110.0,2170.0,47564900
2026-06-09,2170.0,2260.0,2130.0,2250.0,54623300
2026-06-10,2250.0,2340.0,2200.0,2300.0,60439400
2026-06-11,2300.0,2320.0,2250.0,2250.0,27135700
2026-06-12,2270.0,2340.0,2250.0,2280.0,36917900
2026-06-15,2300.0,2350.0,2300.0,2320.0,38910900
2026-06-17,2320.0,2350.0,2300.0,2330.0,24057000
2026-06-18,2330.0,2330.0,2260.0,2260.0,22249000
2026-06-19,2260.0,2300.0,2220.0,2220.0,161037200
2026-06-22,2220.0,2320.0,2220.0,2290.0,29306300
2026-06-23,2290.0,2300.0,2240.0,2290.0,19411800
2026-06-24,2290.0,2300.0,2240.0,2250.0,24236200
2026-06-25,2250.0,2330.0,2250.0,2290.0,32441400
2026-06-26,2300.0,2310.0,2250.0,2250.0,24653800
2026-06-29,2250.0,2290.0,2250.0,2280.0,11072900
2026-06-30,2280.0,2280.0,2240.0,2260.0,31555300
2026-07-01,2280.0,2280.0,2240.0,2260.0,13685600
2026-07-02,2260.0,2320.0,2260.0,2280.0,17863000
2026-07-03,2280.0,2310.0,2270.0,2300.0,12685900
2026-07-06,2300.0,2330.0,2280.0,2300.0,16797600
2026-07-07,2290.0,2350.0,2270.0,2350.0,38068900
2026-07-08,2350.0,2350.0,2280.0,2300.0,19161800
2026-07-09,2300.0,2310.0,2280.0,2290.0,20876100
2026-07-10,2310.0,2390.0,2300.0,2390.0,30108900
2026-07-13,2390.0,2450.0,2330.0,2450.0,49509600
2026-07-14,2450.0,2490.0,2430.0,2480.0,44140800
2026-07-15,2480.0,2520.0,2450.0,2480.0,27021100
2026-07-16,2480.0,2520.0,2440.0,2510.0,33388600
2026-07-17,2510.0,2520.0,2490.0,2490.0,19140100
2026-07-20,2500.0,2570.0,2500.0,2570.0,34882400
2026-07-21,2570.0,2580.0,2540.0,2540.0,24607700
2026-07-22,2550.0,2590.0,2550.0,2580.0,27705800
2026-07-23,2580.0,2590.0,2530.0,2540.0,49787900
2026-07-24,2530.0,2570.0,2510.0,2540.0,30999300
2026-07-27,2540.0,2560.0,2490.0,2520.0,28671100
2026-07-28,2520.0,2520.0,2460.0,2460.0,23498700
2026-07-29,2450.0,2480.0,2390.0,2450.0,33443300
2026-07-30,2450.0,2510.0,2420.0,2510.0,35073400
2026-07-31,2510.0,2520.0,2440.0,2460.0,45277500
2026-08-03,2460.0,2500.0,2450.0,2470.0,17816300
2026-08-04,2470.0,2540.0,2470.0,2520.0,34062000
2026-08-05,2520.0,2550.0,2500.0,2550.0,26513000
2026-08-06,2550.0,2560.0,2500.0,2500.0,18191200
2026-08-07,2500.0,2540.0,2500.0,2540.0,14412400
2026-08-10,2530.0,2550.0,2520.0,2530.0,18267400
2026-08-11,2540.0,2550.0,2510.0,2530.0,22808600
2026-08-12,2540.0,2550.0,2500.0,2520.0,17523900
2026-08-13,2520.0,2530.0,2460.0,2470.0,21270000
2026-08-14,2470.0,2530.0,2460.0,2530.0,18026800
2026-08-18,2530.0,2570.0,2500.0,2570.0,37379600
2026-08-19,2570.0,2580.0,2540.0,2560.0,29007800
2026-08-20,2560.0,2570.0,2540.0,2560.0,19575600
2026-08-21,2560.0,2580.0,2540.0,2550.0,15845700
2026-08-24,2560.0,2630.0,2550.0,2630.0,52533200
